14	0:00:34	0:00:34
5	0:00:35	0:01:09
11	0:00:34	0:01:43
15	0:00:37	0:02:20
2	0:00:36	0:02:56
9	0:00:33	0:03:29
3	0:00:34	0:04:03
13	0:00:33	0:04:36
4	0:00:37	0:05:13
8	0:00:33	0:05:46
12	0:00:36	0:06:22
17	0:00:39	0:07:01
10	0:00:37	0:07:38
7	0:00:33	0:08:11
1	0:00:36	0:08:47
16	0:00:39	0:09:26
6	0:00:34	0:10:00
